"MPIO_CDPMP","FID","REGION","Cardinal","elsnlfc","elsnmrfc","clrgstch","clrgwkch"
"17653",250,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"17662",249,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"17665",248,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"17777",247,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"17867",246,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"17873",245,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"17877",244,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"18001",0,"Región Centro Sur","South",0.25,0,0,0.5
"18029",1,"Región Centro Sur","South",0.25,0,0,0.5
"18094",2,"Región Centro Sur","South",0.25,0,0,0.5
"18150",10,"Región Centro Sur","South",0.25,0,0,0.5
"18205",14,"Región Centro Sur","South",0.25,0,0,0.5
"18247",3,"Región Centro Sur","South",0.25,0,0,0.5
"18256",4,"Región Centro Sur","South",0.25,0,0,0.5
"18410",5,"Región Centro Sur","South",0.25,0,0,0.5
"18460",6,"Región Centro Sur","South",0.25,0,0,0.5
"18479",7,"Región Centro Sur","South",0.25,0,0,0.5
"18592",15,"Región Centro Sur","South",0.25,0,0,0.5
"18610",8,"Región Centro Sur","South",0.25,0,0,0.5
"18753",11,"Región Centro Sur","South",0.25,0,0,0.5
"18756",12,"Región Centro Sur","South",0.25,0,0,0.5
"18785",13,"Región Centro Sur","South",0.25,0,0,0.5
"18860",9,"Región Centro Sur","South",0.25,0,0,0.5
"19001",16,"Región Pacífico","West",0.125,0,0.111,0.3
"19022",17,"Región Pacífico","West",0.125,0,0.111,0.3
"19050",18,"Región Pacífico","West",0.125,0,0.111,0.3
"19075",19,"Región Pacífico","West",0.125,0,0.111,0.3
"19100",20,"Región Pacífico","West",0.125,0,0.111,0.3
"19110",21,"Región Pacífico","West",0.125,0,0.111,0.3
"19130",22,"Región Pacífico","West",0.125,0,0.111,0.3
"19137",23,"Región Pacífico","West",0.125,0,0.111,0.3
"19142",24,"Región Pacífico","West",0.125,0,0.111,0.3
"19212",25,"Región Pacífico","West",0.125,0,0.111,0.3
"19256",53,"Región Pacífico","West",0.125,0,0.111,0.3
"19290",26,"Región Pacífico","West",0.125,0,0.111,0.3
"19300",27,"Región Pacífico","West",0.125,0,0.111,0.3
"19318",54,"Región Pacífico","West",0.125,0,0.111,0.3
"19355",28,"Región Pacífico","West",0.125,0,0.111,0.3
"19364",29,"Región Pacífico","West",0.125,0,0.111,0.3
"19392",30,"Región Pacífico","West",0.125,0,0.111,0.3
"19397",31,"Región Pacífico","West",0.125,0,0.111,0.3
"19418",55,"Región Pacífico","West",0.125,0,0.111,0.3
"19450",32,"Región Pacífico","West",0.125,0,0.111,0.3
"19455",33,"Región Pacífico","West",0.125,0,0.111,0.3
"19473",34,"Región Pacífico","West",0.125,0,0.111,0.3
"19513",35,"Región Pacífico","West",0.125,0,0.111,0.3
"19517",36,"Región Pacífico","West",0.125,0,0.111,0.3
"19532",37,"Región Pacífico","West",0.125,0,0.111,0.3
"19533",38,"Región Pacífico","West",0.125,0,0.111,0.3
"19548",39,"Región Pacífico","West",0.125,0,0.111,0.3
"19573",40,"Región Pacífico","West",0.125,0,0.111,0.3
"19585",41,"Región Pacífico","West",0.125,0,0.111,0.3
"19622",42,"Región Pacífico","West",0.125,0,0.111,0.3
"19693",43,"Región Pacífico","West",0.125,0,0.111,0.3
"19698",44,"Región Pacífico","West",0.125,0,0.111,0.3
"19701",45,"Región Pacífico","West",0.125,0,0.111,0.3
"19743",46,"Región Pacífico","West",0.125,0,0.111,0.3
"19760",47,"Región Pacífico","West",0.125,0,0.111,0.3
"19780",48,"Región Pacífico","West",0.125,0,0.111,0.3
"19785",49,"Región Pacífico","West",0.125,0,0.111,0.3
"19807",50,"Región Pacífico","West",0.125,0,0.111,0.3
"19809",56,"Región Pacífico","West",0.125,0,0.111,0.3
"19821",51,"Región Pacífico","West",0.125,0,0.111,0.3
"19824",52,"Región Pacífico","West",0.125,0,0.111,0.3
"19845",57,"Región Pacífico","West",0.125,0,0.111,0.3
"20001",550,"Región Caribe","North",0.25,0.222,0.333,0.1
"20011",556,"Región Caribe","North",0.25,0.222,0.333,0.1
"20013",551,"Región Caribe","North",0.25,0.222,0.333,0.1
"20032",532,"Región Caribe","North",0.25,0.222,0.333,0.1
"20045",552,"Región Caribe","North",0.25,0.222,0.333,0.1
"20060",533,"Región Caribe","North",0.25,0.222,0.333,0.1
"20175",534,"Región Caribe","North",0.25,0.222,0.333,0.1
"20178",535,"Región Caribe","North",0.25,0.222,0.333,0.1
"20228",536,"Región Caribe","North",0.25,0.222,0.333,0.1
"20238",537,"Región Caribe","North",0.25,0.222,0.333,0.1
"20250",538,"Región Caribe","North",0.25,0.222,0.333,0.1
"20295",539,"Región Caribe","North",0.25,0.222,0.333,0.1
"20310",540,"Región Caribe","North",0.25,0.222,0.333,0.1
"20383",541,"Región Caribe","North",0.25,0.222,0.333,0.1
"20400",542,"Región Caribe","North",0.25,0.222,0.333,0.1
"20443",543,"Región Caribe","North",0.25,0.222,0.333,0.1
"20517",544,"Región Caribe","North",0.25,0.222,0.333,0.1
"20550",545,"Región Caribe","North",0.25,0.222,0.333,0.1
"20570",554,"Región Caribe","North",0.25,0.222,0.333,0.1
"20614",546,"Región Caribe","North",0.25,0.222,0.333,0.1
"20621",553,"Región Caribe","North",0.25,0.222,0.333,0.1
"20710",547,"Región Caribe","North",0.25,0.222,0.333,0.1
"20750",548,"Región Caribe","North",0.25,0.222,0.333,0.1
"20770",555,"Región Caribe","North",0.25,0.222,0.333,0.1
"20787",549,"Región Caribe","North",0.25,0.222,0.333,0.1
"23001",436,"Región Caribe","North",0.25,0.222,0.333,0.1
"23068",437,"Región Caribe","North",0.25,0.222,0.333,0.1
"23079",438,"Región Caribe","North",0.25,0.222,0.333,0.1
"23090",439,"Región Caribe","North",0.25,0.222,0.333,0.1
"23162",440,"Región Caribe","North",0.25,0.222,0.333,0.1
"23168",441,"Región Caribe","North",0.25,0.222,0.333,0.1
"23182",442,"Región Caribe","North",0.25,0.222,0.333,0.1
"23189",443,"Región Caribe","North",0.25,0.222,0.333,0.1
"23300",444,"Región Caribe","North",0.25,0.222,0.333,0.1
"23350",445,"Región Caribe","North",0.25,0.222,0.333,0.1
"23417",446,"Región Caribe","North",0.25,0.222,0.333,0.1
"23419",447,"Región Caribe","North",0.25,0.222,0.333,0.1
"23464",448,"Región Caribe","North",0.25,0.222,0.333,0.1
"23466",463,"Región Caribe","North",0.25,0.222,0.333,0.1
"23500",449,"Región Caribe","North",0.25,0.222,0.333,0.1
"23555",450,"Región Caribe","North",0.25,0.222,0.333,0.1
"23570",451,"Región Caribe","North",0.25,0.222,0.333,0.1
"23574",452,"Región Caribe","North",0.25,0.222,0.333,0.1
"23580",464,"Región Caribe","North",0.25,0.222,0.333,0.1
"23586",453,"Región Caribe","North",0.25,0.222,0.333,0.1
"23660",454,"Región Caribe","North",0.25,0.222,0.333,0.1
"23670",455,"Región Caribe","North",0.25,0.222,0.333,0.1
"23672",456,"Región Caribe","North",0.25,0.222,0.333,0.1
"23675",457,"Región Caribe","North",0.25,0.222,0.333,0.1
"23678",458,"Región Caribe","North",0.25,0.222,0.333,0.1
"23682",459,"Región Caribe","North",0.25,0.222,0.333,0.1
"23686",460,"Región Caribe","North",0.25,0.222,0.333,0.1
"23807",465,"Región Caribe","North",0.25,0.222,0.333,0.1
"23815",461,"Región Caribe","North",0.25,0.222,0.333,0.1
"23855",462,"Región Caribe","North",0.25,0.222,0.333,0.1
"25001",867,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25019",760,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25035",761,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25040",762,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25053",763,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25086",764,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25095",765,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25099",766,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25120",767,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25123",768,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25126",769,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25148",770,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25151",771,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25154",772,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25168",773,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25175",1113,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25178",774,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25181",775,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25183",776,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25200",777,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25214",778,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25224",779,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25245",780,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25258",781,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25260",1114,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25269",782,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25279",783,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25281",784,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25286",785,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25288",786,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25290",1117,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25293",787,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25295",788,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25297",789,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25299",790,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25307",1111,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25312",791,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25317",792,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25320",793,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25322",794,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25324",795,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25326",796,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25328",797,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25335",798,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25339",799,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25368",800,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25372",801,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25377",802,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25386",803,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25394",804,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25398",805,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25402",806,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25407",807,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25426",808,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25430",809,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25436",810,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25438",811,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25473",1115,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25483",812,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25486",813,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25488",814,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25489",815,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25491",816,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25506",817,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25513",818,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25518",819,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25524",820,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25530",821,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25535",822,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25572",823,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25580",824,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25592",825,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25594",826,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25596",827,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25599",828,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25612",829,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25645",830,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25649",831,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25653",832,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25658",833,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25662",1118,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25718",834,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25736",835,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25740",1116,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25743",836,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25745",837,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25754",1112,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25758",838,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25769",839,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25772",840,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25777",841,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25779",842,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25781",843,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25785",844,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25793",845,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25797",846,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25799",847,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25805",848,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25807",849,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25815",850,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25817",851,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25823",852,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25839",853,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25841",854,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25843",855,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25845",856,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25851",857,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25862",858,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25867",859,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25871",860,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25873",861,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25875",862,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25878",863,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25885",864,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25898",865,"Región Centro Oriente","East",0.125,0,0.111,0.3
"25899",866,"Región Centro Oriente","East",0.125,0,0.111,0.3
"27001",406,"Región Pacífico","West",0.125,0,0.111,0.3
"27006",407,"Región Pacífico","West",0.125,0,0.111,0.3
"27025",408,"Región Pacífico","West",0.125,0,0.111,0.3
"27050",409,"Región Pacífico","West",0.125,0,0.111,0.3
"27073",410,"Región Pacífico","West",0.125,0,0.111,0.3
"27075",411,"Región Pacífico","West",0.125,0,0.111,0.3
"27077",412,"Región Pacífico","West",0.125,0,0.111,0.3
"27099",413,"Región Pacífico","West",0.125,0,0.111,0.3
"27135",414,"Región Pacífico","West",0.125,0,0.111,0.3
"27150",415,"Región Pacífico","West",0.125,0,0.111,0.3
"27160",416,"Región Pacífico","West",0.125,0,0.111,0.3
"27205",417,"Región Pacífico","West",0.125,0,0.111,0.3
"27245",418,"Región Pacífico","West",0.125,0,0.111,0.3
"27250",419,"Región Pacífico","West",0.125,0,0.111,0.3
"27361",420,"Región Pacífico","West",0.125,0,0.111,0.3
"27372",421,"Región Pacífico","West",0.125,0,0.111,0.3
"27413",422,"Región Pacífico","West",0.125,0,0.111,0.3
"27425",423,"Región Pacífico","West",0.125,0,0.111,0.3
"27430",424,"Región Pacífico","West",0.125,0,0.111,0.3
"27450",425,"Región Pacífico","West",0.125,0,0.111,0.3
"27491",426,"Región Pacífico","West",0.125,0,0.111,0.3
"27495",427,"Región Pacífico","West",0.125,0,0.111,0.3
"27580",428,"Región Pacífico","West",0.125,0,0.111,0.3
"27600",429,"Región Pacífico","West",0.125,0,0.111,0.3
"27615",405,"Región Pacífico","West",0.125,0,0.111,0.3
"27660",430,"Región Pacífico","West",0.125,0,0.111,0.3
"27745",431,"Región Pacífico","West",0.125,0,0.111,0.3
"27787",432,"Región Pacífico","West",0.125,0,0.111,0.3
"27800",433,"Región Pacífico","West",0.125,0,0.111,0.3
"27810",434,"Región Pacífico","West",0.125,0,0.111,0.3
"41001",938,"Región Centro Sur","South",0.25,0,0,0.5
"41006",974,"Región Centro Sur","South",0.25,0,0,0.5
"41013",973,"Región Centro Sur","South",0.25,0,0,0.5
"41016",972,"Región Centro Sur","South",0.25,0,0,0.5
"41020",971,"Región Centro Sur","South",0.25,0,0,0.5
"41026",970,"Región Centro Sur","South",0.25,0,0,0.5
"41078",969,"Región Centro Sur","South",0.25,0,0,0.5
"41132",968,"Región Centro Sur","South",0.25,0,0,0.5
"41206",967,"Región Centro Sur","South",0.25,0,0,0.5
"41244",966,"Región Centro Sur","South",0.25,0,0,0.5
"41298",965,"Región Centro Sur","South",0.25,0,0,0.5
"41306",939,"Región Centro Sur","South",0.25,0,0,0.5
"41319",940,"Región Centro Sur","South",0.25,0,0,0.5
"41349",941,"Región Centro Sur","South",0.25,0,0,0.5
"41357",942,"Región Centro Sur","South",0.25,0,0,0.5
"41359",943,"Región Centro Sur","South",0.25,0,0,0.5
"41378",944,"Región Centro Sur","South",0.25,0,0,0.5
"41396",945,"Región Centro Sur","South",0.25,0,0,0.5
"41483",946,"Región Centro Sur","South",0.25,0,0,0.5
"41503",947,"Región Centro Sur","South",0.25,0,0,0.5
"41518",948,"Región Centro Sur","South",0.25,0,0,0.5
"41524",949,"Región Centro Sur","South",0.25,0,0,0.5
"41530",950,"Región Centro Sur","South",0.25,0,0,0.5
"41548",951,"Región Centro Sur","South",0.25,0,0,0.5
"41551",952,"Región Centro Sur","South",0.25,0,0,0.5
"41615",953,"Región Centro Sur","South",0.25,0,0,0.5
"41660",954,"Región Centro Sur","South",0.25,0,0,0.5
"41668",955,"Región Centro Sur","South",0.25,0,0,0.5
"41676",956,"Región Centro Sur","South",0.25,0,0,0.5
"41770",957,"Región Centro Sur","South",0.25,0,0,0.5
"41791",958,"Región Centro Sur","South",0.25,0,0,0.5
"41797",959,"Región Centro Sur","South",0.25,0,0,0.5
"41799",960,"Región Centro Sur","South",0.25,0,0,0.5
"41801",961,"Región Centro Sur","South",0.25,0,0,0.5
"41807",962,"Región Centro Sur","South",0.25,0,0,0.5
"41872",963,"Región Centro Sur","South",0.25,0,0,0.5
"41885",964,"Región Centro Sur","South",0.25,0,0,0.5
"44001",565,"Región Caribe","North",0.25,0.222,0.333,0.1
"44035",566,"Región Caribe","North",0.25,0.222,0.333,0.1
"44078",557,"Región Caribe","North",0.25,0.222,0.333,0.1
"44090",567,"Región Caribe","North",0.25,0.222,0.333,0.1
"44098",558,"Región Caribe","North",0.25,0.222,0.333,0.1
"44110",559,"Región Caribe","North",0.25,0.222,0.333,0.1
"44279",560,"Región Caribe","North",0.25,0.222,0.333,0.1
"44378",561,"Región Caribe","North",0.25,0.222,0.333,0.1
"44420",562,"Región Caribe","North",0.25,0.222,0.333,0.1
"44430",570,"Región Caribe","North",0.25,0.222,0.333,0.1
"44560",571,"Región Caribe","North",0.25,0.222,0.333,0.1
"44650",568,"Región Caribe","North",0.25,0.222,0.333,0.1
"44847",569,"Región Caribe","North",0.25,0.222,0.333,0.1
"44855",563,"Región Caribe","North",0.25,0.222,0.333,0.1
"44874",564,"Región Caribe","North",0.25,0.222,0.333,0.1
"47001",600,"Región Caribe","North",0.25,0.222,0.333,0.1
"47030",573,"Región Caribe","North",0.25,0.222,0.333,0.1
"47053",597,"Región Caribe","North",0.25,0.222,0.333,0.1
"47058",574,"Región Caribe","North",0.25,0.222,0.333,0.1
"47161",575,"Región Caribe","North",0.25,0.222,0.333,0.1
"47170",576,"Región Caribe","North",0.25,0.222,0.333,0.1
"47189",598,"Región Caribe","North",0.25,0.222,0.333,0.1
"47205",577,"Región Caribe","North",0.25,0.222,0.333,0.1
"47245",601,"Región Caribe","North",0.25,0.222,0.333,0.1
"47258",578,"Región Caribe","North",0.25,0.222,0.333,0.1
"47268",579,"Región Caribe","North",0.25,0.222,0.333,0.1
"47288",599,"Región Caribe","North",0.25,0.222,0.333,0.1
"47318",580,"Región Caribe","North",0.25,0.222,0.333,0.1
"47460",581,"Región Caribe","North",0.25,0.222,0.333,0.1
"47541",572,"Región Caribe","North",0.25,0.222,0.333,0.1
"47545",582,"Región Caribe","North",0.25,0.222,0.333,0.1
"47551",583,"Región Caribe","North",0.25,0.222,0.333,0.1
"47555",584,"Región Caribe","North",0.25,0.222,0.333,0.1
"47570",585,"Región Caribe","North",0.25,0.222,0.333,0.1
"47605",586,"Región Caribe","North",0.25,0.222,0.333,0.1
"47660",587,"Región Caribe","North",0.25,0.222,0.333,0.1
"47675",588,"Región Caribe","North",0.25,0.222,0.333,0.1
"47692",589,"Región Caribe","North",0.25,0.222,0.333,0.1
"47703",590,"Región Caribe","North",0.25,0.222,0.333,0.1
"47707",591,"Región Caribe","North",0.25,0.222,0.333,0.1
"47720",592,"Región Caribe","North",0.25,0.222,0.333,0.1
"47745",593,"Región Caribe","North",0.25,0.222,0.333,0.1
"47798",594,"Región Caribe","North",0.25,0.222,0.333,0.1
"47960",595,"Región Caribe","North",0.25,0.222,0.333,0.1
"47980",596,"Región Caribe","North",0.25,0.222,0.333,0.1
"50001",909,"Región Llano","East",0.125,0,0.111,0.3
"50006",910,"Región Llano","East",0.125,0,0.111,0.3
"50110",911,"Región Llano","East",0.125,0,0.111,0.3
"50124",912,"Región Llano","East",0.125,0,0.111,0.3
"50150",913,"Región Llano","East",0.125,0,0.111,0.3
"50223",914,"Región Llano","East",0.125,0,0.111,0.3
"50226",915,"Región Llano","East",0.125,0,0.111,0.3
"50245",916,"Región Llano","East",0.125,0,0.111,0.3
"50251",917,"Región Llano","East",0.125,0,0.111,0.3
"50270",918,"Región Llano","East",0.125,0,0.111,0.3
"50287",919,"Región Llano","East",0.125,0,0.111,0.3
"50313",920,"Región Llano","East",0.125,0,0.111,0.3
"50318",921,"Región Llano","East",0.125,0,0.111,0.3
"50325",936,"Región Llano","East",0.125,0,0.111,0.3
"50330",922,"Región Llano","East",0.125,0,0.111,0.3
"50350",935,"Región Llano","East",0.125,0,0.111,0.3
"50370",923,"Región Llano","East",0.125,0,0.111,0.3
"50400",924,"Región Llano","East",0.125,0,0.111,0.3
"50450",925,"Región Llano","East",0.125,0,0.111,0.3
"50568",937,"Región Llano","East",0.125,0,0.111,0.3
"50573",926,"Región Llano","East",0.125,0,0.111,0.3
"50577",927,"Región Llano","East",0.125,0,0.111,0.3
"50590",928,"Región Llano","East",0.125,0,0.111,0.3
"50606",929,"Región Llano","East",0.125,0,0.111,0.3
"50680",930,"Región Llano","East",0.125,0,0.111,0.3
"50683",931,"Región Llano","East",0.125,0,0.111,0.3
"50686",932,"Región Llano","East",0.125,0,0.111,0.3
"50689",933,"Región Llano","East",0.125,0,0.111,0.3
"50711",934,"Región Llano","East",0.125,0,0.111,0.3
"52001",127,"Región Pacífico","West",0.125,0,0.111,0.3
"52019",128,"Región Pacífico","West",0.125,0,0.111,0.3
"52022",129,"Región Pacífico","West",0.125,0,0.111,0.3
"52036",131,"Región Pacífico","West",0.125,0,0.111,0.3
"52051",132,"Región Pacífico","West",0.125,0,0.111,0.3
"52079",167,"Región Pacífico","West",0.125,0,0.111,0.3
"52083",133,"Región Pacífico","West",0.125,0,0.111,0.3
"52110",134,"Región Pacífico","West",0.125,0,0.111,0.3
"52203",135,"Región Pacífico","West",0.125,0,0.111,0.3
"52207",124,"Región Pacífico","West",0.125,0,0.111,0.3
"52210",125,"Región Pacífico","West",0.125,0,0.111,0.3
"52215",126,"Región Pacífico","West",0.125,0,0.111,0.3
"52224",130,"Región Pacífico","West",0.125,0,0.111,0.3
"52227",160,"Región Pacífico","West",0.125,0,0.111,0.3
"52233",161,"Región Pacífico","West",0.125,0,0.111,0.3
"52240",141,"Región Pacífico","West",0.125,0,0.111,0.3
"52250",168,"Región Pacífico","West",0.125,0,0.111,0.3
"52254",142,"Región Pacífico","West",0.125,0,0.111,0.3
