"MPIO_CDPMP","FID","REGION","Cardinal","elsnlfc","elsnmrfc","clrgstch","clrgwkch"
"52256",162,"Región Pacífico","West",0.125,0,0.111,0.3
"52258",143,"Región Pacífico","West",0.125,0,0.111,0.3
"52260",150,"Región Pacífico","West",0.125,0,0.111,0.3
"52287",151,"Región Pacífico","West",0.125,0,0.111,0.3
"52317",152,"Región Pacífico","West",0.125,0,0.111,0.3
"52320",154,"Región Pacífico","West",0.125,0,0.111,0.3
"52323",156,"Región Pacífico","West",0.125,0,0.111,0.3
"52352",157,"Región Pacífico","West",0.125,0,0.111,0.3
"52354",158,"Región Pacífico","West",0.125,0,0.111,0.3
"52356",159,"Región Pacífico","West",0.125,0,0.111,0.3
"52378",148,"Región Pacífico","West",0.125,0,0.111,0.3
"52381",149,"Región Pacífico","West",0.125,0,0.111,0.3
"52385",163,"Región Pacífico","West",0.125,0,0.111,0.3
"52390",169,"Región Pacífico","West",0.125,0,0.111,0.3
"52399",153,"Región Pacífico","West",0.125,0,0.111,0.3
"52405",155,"Región Pacífico","West",0.125,0,0.111,0.3
"52411",145,"Región Pacífico","West",0.125,0,0.111,0.3
"52418",164,"Región Pacífico","West",0.125,0,0.111,0.3
"52427",170,"Región Pacífico","West",0.125,0,0.111,0.3
"52435",147,"Región Pacífico","West",0.125,0,0.111,0.3
"52473",171,"Región Pacífico","West",0.125,0,0.111,0.3
"52480",136,"Región Pacífico","West",0.125,0,0.111,0.3
"52490",172,"Región Pacífico","West",0.125,0,0.111,0.3
"52506",137,"Región Pacífico","West",0.125,0,0.111,0.3
"52520",173,"Región Pacífico","West",0.125,0,0.111,0.3
"52540",165,"Región Pacífico","West",0.125,0,0.111,0.3
"52560",116,"Región Pacífico","West",0.125,0,0.111,0.3
"52565",118,"Región Pacífico","West",0.125,0,0.111,0.3
"52573",120,"Región Pacífico","West",0.125,0,0.111,0.3
"52585",122,"Región Pacífico","West",0.125,0,0.111,0.3
"52612",166,"Región Pacífico","West",0.125,0,0.111,0.3
"52621",174,"Región Pacífico","West",0.125,0,0.111,0.3
"52678",123,"Región Pacífico","West",0.125,0,0.111,0.3
"52683",113,"Región Pacífico","West",0.125,0,0.111,0.3
"52685",114,"Región Pacífico","West",0.125,0,0.111,0.3
"52687",115,"Región Pacífico","West",0.125,0,0.111,0.3
"52693",117,"Región Pacífico","West",0.125,0,0.111,0.3
"52694",119,"Región Pacífico","West",0.125,0,0.111,0.3
"52696",175,"Región Pacífico","West",0.125,0,0.111,0.3
"52699",121,"Región Pacífico","West",0.125,0,0.111,0.3
"52720",138,"Región Pacífico","West",0.125,0,0.111,0.3
"52786",139,"Región Pacífico","West",0.125,0,0.111,0.3
"52788",140,"Región Pacífico","West",0.125,0,0.111,0.3
"52835",435,"Región Pacífico","West",0.125,0,0.111,0.3
"52838",144,"Región Pacífico","West",0.125,0,0.111,0.3
"52885",146,"Región Pacífico","West",0.125,0,0.111,0.3
"54001",868,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54003",869,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54051",870,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54099",871,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54109",872,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54125",873,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54128",874,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54172",875,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54174",901,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54206",902,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54223",876,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54239",877,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54245",903,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54250",907,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54261",878,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54313",879,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54344",880,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54347",881,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54377",882,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54385",883,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54398",884,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54405",885,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54418",886,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54480",887,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54498",888,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54518",889,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54520",890,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54553",891,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54599",892,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54660",893,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54670",894,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54673",895,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54680",896,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54720",897,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54743",898,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54800",904,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54810",905,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54820",906,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54871",899,"Región Centro Oriente","East",0.125,0,0.111,0.3
"54874",900,"Región Centro Oriente","East",0.125,0,0.111,0.3
"63001",256,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"63111",257,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"63130",258,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"63190",259,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"63212",260,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"63272",261,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"63302",262,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"63401",263,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"63470",264,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"63548",265,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"63594",266,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"63690",267,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66001",268,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66045",269,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66075",270,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66088",271,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66170",272,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66318",273,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66383",274,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66400",275,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66440",276,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66456",277,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66572",278,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66594",279,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66682",280,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"66687",281,"Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1
"68001",1061,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68013",975,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68020",976,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68051",977,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68077",978,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68079",979,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68081",980,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68092",981,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68101",1058,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68121",982,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68132",983,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68147",984,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68152",985,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68160",986,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68162",987,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68167",988,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68169",989,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68176",990,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68179",991,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68190",992,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68207",993,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68209",994,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68211",1038,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68217",1039,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68229",1040,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68235",1041,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68245",1042,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68250",1059,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68255",1043,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68264",1044,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68266",1045,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68271",1046,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68276",1057,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68296",1047,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68298",1048,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68307",1056,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68318",1049,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68320",1050,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68322",1051,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68324",1052,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68327",1053,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68344",1054,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68368",1055,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68370",1017,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68377",1018,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68385",1019,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68397",1020,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68406",1021,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68418",1022,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68425",1023,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68432",1024,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68444",1025,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68464",1026,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68468",1027,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68498",1028,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68500",1029,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68502",1030,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68522",1031,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68524",1032,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68533",1033,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68547",1060,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68549",1034,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68572",1035,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68573",1036,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68575",1037,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68615",995,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68655",996,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68669",997,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68673",998,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68679",999,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68682",1000,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68684",1001,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68686",1002,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68689",1003,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68705",1004,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68720",1005,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68745",1006,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68755",1007,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68770",1008,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68773",1009,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68780",1010,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68820",1011,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68855",1012,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68861",1013,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68867",1014,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68872",1015,"Región Centro Oriente","East",0.125,0,0.111,0.3
"68895",1016,"Región Centro Oriente","East",0.125,0,0.111,0.3
"70001",602,"Región Caribe","North",0.25,0.222,0.333,0.1
"70110",603,"Región Caribe","North",0.25,0.222,0.333,0.1
"70124",604,"Región Caribe","North",0.25,0.222,0.333,0.1
"70204",605,"Región Caribe","North",0.25,0.222,0.333,0.1
"70215",606,"Región Caribe","North",0.25,0.222,0.333,0.1
"70221",607,"Región Caribe","North",0.25,0.222,0.333,0.1
"70230",608,"Región Caribe","North",0.25,0.222,0.333,0.1
"70233",609,"Región Caribe","North",0.25,0.222,0.333,0.1
"70235",610,"Región Caribe","North",0.25,0.222,0.333,0.1
"70265",611,"Región Caribe","North",0.25,0.222,0.333,0.1
"70400",612,"Región Caribe","North",0.25,0.222,0.333,0.1
"70418",613,"Región Caribe","North",0.25,0.222,0.333,0.1
"70429",614,"Región Caribe","North",0.25,0.222,0.333,0.1
"70473",627,"Región Caribe","North",0.25,0.222,0.333,0.1
"70508",615,"Región Caribe","North",0.25,0.222,0.333,0.1
"70523",616,"Región Caribe","North",0.25,0.222,0.333,0.1
"70670",617,"Región Caribe","North",0.25,0.222,0.333,0.1
"70678",618,"Región Caribe","North",0.25,0.222,0.333,0.1
"70702",619,"Región Caribe","North",0.25,0.222,0.333,0.1
"70708",620,"Región Caribe","North",0.25,0.222,0.333,0.1
"70713",621,"Región Caribe","North",0.25,0.222,0.333,0.1
"70717",622,"Región Caribe","North",0.25,0.222,0.333,0.1
"70742",623,"Región Caribe","North",0.25,0.222,0.333,0.1
"70771",624,"Región Caribe","North",0.25,0.222,0.333,0.1
"70820",625,"Región Caribe","North",0.25,0.222,0.333,0.1
"70823",626,"Región Caribe","North",0.25,0.222,0.333,0.1
"73001",1062,"Región Centro Sur","South",0.25,0,0,0.5
"73024",1063,"Región Centro Sur","South",0.25,0,0,0.5
"73026",1064,"Región Centro Sur","South",0.25,0,0,0.5
"73030",1065,"Región Centro Sur","South",0.25,0,0,0.5
"73043",1066,"Región Centro Sur","South",0.25,0,0,0.5
"73055",1067,"Región Centro Sur","South",0.25,0,0,0.5
"73067",1068,"Región Centro Sur","South",0.25,0,0,0.5
"73124",1069,"Región Centro Sur","South",0.25,0,0,0.5
"73148",1070,"Región Centro Sur","South",0.25,0,0,0.5
"73152",1071,"Región Centro Sur","South",0.25,0,0,0.5
"73168",1072,"Región Centro Sur","South",0.25,0,0,0.5
"73200",1073,"Región Centro Sur","South",0.25,0,0,0.5
"73217",1074,"Región Centro Sur","South",0.25,0,0,0.5
"73226",1075,"Región Centro Sur","South",0.25,0,0,0.5
"73236",1076,"Región Centro Sur","South",0.25,0,0,0.5
"73268",1077,"Región Centro Sur","South",0.25,0,0,0.5
"73270",1078,"Región Centro Sur","South",0.25,0,0,0.5
"73275",1079,"Región Centro Sur","South",0.25,0,0,0.5
"73283",1080,"Región Centro Sur","South",0.25,0,0,0.5
"73319",1081,"Región Centro Sur","South",0.25,0,0,0.5
"73347",1082,"Región Centro Sur","South",0.25,0,0,0.5
"73349",1119,"Región Centro Sur","South",0.25,0,0,0.5
"73352",1083,"Región Centro Sur","South",0.25,0,0,0.5
"73408",1084,"Región Centro Sur","South",0.25,0,0,0.5
"73411",1085,"Región Centro Sur","South",0.25,0,0,0.5
"73443",1086,"Región Centro Sur","South",0.25,0,0,0.5
"73449",1087,"Región Centro Sur","South",0.25,0,0,0.5
"73461",1088,"Región Centro Sur","South",0.25,0,0,0.5
"73483",1089,"Región Centro Sur","South",0.25,0,0,0.5
"73504",1090,"Región Centro Sur","South",0.25,0,0,0.5
"73520",1091,"Región Centro Sur","South",0.25,0,0,0.5
"73547",1092,"Región Centro Sur","South",0.25,0,0,0.5
"73555",1093,"Región Centro Sur","South",0.25,0,0,0.5
"73563",1094,"Región Centro Sur","South",0.25,0,0,0.5
"73585",1095,"Región Centro Sur","South",0.25,0,0,0.5
"73616",1096,"Región Centro Sur","South",0.25,0,0,0.5
"73622",1097,"Región Centro Sur","South",0.25,0,0,0.5
"73624",1098,"Región Centro Sur","South",0.25,0,0,0.5
"73671",1099,"Región Centro Sur","South",0.25,0,0,0.5
"73675",1100,"Región Centro Sur","South",0.25,0,0,0.5
"73678",1101,"Región Centro Sur","South",0.25,0,0,0.5
"73686",1102,"Región Centro Sur","South",0.25,0,0,0.5
"73770",1103,"Región Centro Sur","South",0.25,0,0,0.5
"73854",1104,"Región Centro Sur","South",0.25,0,0,0.5
"73861",1105,"Región Centro Sur","South",0.25,0,0,0.5
"73870",1106,"Región Centro Sur","South",0.25,0,0,0.5
"73873",1107,"Región Centro Sur","South",0.25,0,0,0.5
"76001",58,"Región Pacífico","West",0.125,0,0.111,0.3
"76020",75,"Región Pacífico","West",0.125,0,0.111,0.3
"76036",59,"Región Pacífico","West",0.125,0,0.111,0.3
"76041",60,"Región Pacífico","West",0.125,0,0.111,0.3
"76054",61,"Región Pacífico","West",0.125,0,0.111,0.3
"76100",97,"Región Pacífico","West",0.125,0,0.111,0.3
"76109",99,"Región Pacífico","West",0.125,0,0.111,0.3
"76111",62,"Región Pacífico","West",0.125,0,0.111,0.3
"76113",63,"Región Pacífico","West",0.125,0,0.111,0.3
"76122",64,"Región Pacífico","West",0.125,0,0.111,0.3
"76126",65,"Región Pacífico","West",0.125,0,0.111,0.3
"76130",66,"Región Pacífico","West",0.125,0,0.111,0.3
"76147",67,"Región Pacífico","West",0.125,0,0.111,0.3
"76233",98,"Región Pacífico","West",0.125,0,0.111,0.3
"76243",68,"Región Pacífico","West",0.125,0,0.111,0.3
"76246",69,"Región Pacífico","West",0.125,0,0.111,0.3
"76248",70,"Región Pacífico","West",0.125,0,0.111,0.3
"76250",71,"Región Pacífico","West",0.125,0,0.111,0.3
"76275",72,"Región Pacífico","West",0.125,0,0.111,0.3
"76306",73,"Región Pacífico","West",0.125,0,0.111,0.3
"76318",74,"Región Pacífico","West",0.125,0,0.111,0.3
"76364",96,"Región Pacífico","West",0.125,0,0.111,0.3
"76377",95,"Región Pacífico","West",0.125,0,0.111,0.3
"76400",94,"Región Pacífico","West",0.125,0,0.111,0.3
"76403",93,"Región Pacífico","West",0.125,0,0.111,0.3
"76497",76,"Región Pacífico","West",0.125,0,0.111,0.3
"76520",77,"Región Pacífico","West",0.125,0,0.111,0.3
"76563",78,"Región Pacífico","West",0.125,0,0.111,0.3
"76606",79,"Región Pacífico","West",0.125,0,0.111,0.3
"76616",80,"Región Pacífico","West",0.125,0,0.111,0.3
"76622",81,"Región Pacífico","West",0.125,0,0.111,0.3
"76670",82,"Región Pacífico","West",0.125,0,0.111,0.3
"76736",83,"Región Pacífico","West",0.125,0,0.111,0.3
"76823",84,"Región Pacífico","West",0.125,0,0.111,0.3
"76828",85,"Región Pacífico","West",0.125,0,0.111,0.3
"76834",86,"Región Pacífico","West",0.125,0,0.111,0.3
"76845",87,"Región Pacífico","West",0.125,0,0.111,0.3
"76863",88,"Región Pacífico","West",0.125,0,0.111,0.3
"76869",89,"Región Pacífico","West",0.125,0,0.111,0.3
"76890",90,"Región Pacífico","West",0.125,0,0.111,0.3
"76892",91,"Región Pacífico","West",0.125,0,0.111,0.3
"76895",92,"Región Pacífico","West",0.125,0,0.111,0.3
"81001",630,"Región Llano","East",0.125,0,0.111,0.3
"81065",633,"Región Llano","East",0.125,0,0.111,0.3
"81220",632,"Región Llano","East",0.125,0,0.111,0.3
"81300",634,"Región Llano","East",0.125,0,0.111,0.3
"81591",631,"Región Llano","East",0.125,0,0.111,0.3
"81736",635,"Región Llano","East",0.125,0,0.111,0.3
"81794",636,"Región Llano","East",0.125,0,0.111,0.3
"85001",189,"Región Llano","East",0.125,0,0.111,0.3
"85010",190,"Región Llano","East",0.125,0,0.111,0.3
"85015",191,"Región Llano","East",0.125,0,0.111,0.3
"85125",206,"Región Llano","East",0.125,0,0.111,0.3
"85136",192,"Región Llano","East",0.125,0,0.111,0.3
"85139",193,"Región Llano","East",0.125,0,0.111,0.3
"85162",194,"Región Llano","East",0.125,0,0.111,0.3
"85225",195,"Región Llano","East",0.125,0,0.111,0.3
"85230",196,"Región Llano","East",0.125,0,0.111,0.3
"85250",207,"Región Llano","East",0.125,0,0.111,0.3
"85263",197,"Región Llano","East",0.125,0,0.111,0.3
"85279",198,"Región Llano","East",0.125,0,0.111,0.3
"85300",199,"Región Llano","East",0.125,0,0.111,0.3
"85315",200,"Región Llano","East",0.125,0,0.111,0.3
"85325",201,"Región Llano","East",0.125,0,0.111,0.3
"85400",202,"Región Llano","East",0.125,0,0.111,0.3
"85410",203,"Región Llano","East",0.125,0,0.111,0.3
"85430",204,"Región Llano","East",0.125,0,0.111,0.3
"85440",205,"Región Llano","East",0.125,0,0.111,0.3
"86001",100,"Región Centro Sur","South",0.25,0,0,0.5
"86219",101,"Región Centro Sur","South",0.25,0,0,0.5
"86320",102,"Región Centro Sur","South",0.25,0,0,0.5
"86568",110,"Región Centro Sur","South",0.25,0,0,0.5
"86569",109,"Región Centro Sur","South",0.25,0,0,0.5
"86571",111,"Región Centro Sur","South",0.25,0,0,0.5
"86573",112,"Región Centro Sur","South",0.25,0,0,0.5
"86749",103,"Región Centro Sur","South",0.25,0,0,0.5
"86755",104,"Región Centro Sur","South",0.25,0,0,0.5
"86757",105,"Región Centro Sur","South",0.25,0,0,0.5
"86760",106,"Región Centro Sur","South",0.25,0,0,0.5
"86865",107,"Región Centro Sur","South",0.25,0,0,0.5
"86885",108,"Región Centro Sur","South",0.25,0,0,0.5
"88001",628,"Región Caribe","North",0.25,0.222,0.333,0.1
"88564",629,"Región Caribe","North",0.25,0.222,0.333,0.1
"91001",208,"Región Centro Sur","South",0.25,0,0,0.5
"91263",209,"Región Centro Sur","South",0.25,0,0,0.5
"91405",210,"Región Centro Sur","South",0.25,0,0,0.5
"91407",211,"Región Centro Sur","South",0.25,0,0,0.5
"91430",212,"Región Centro Sur","South",0.25,0,0,0.5
"91460",213,"Región Centro Sur","South",0.25,0,0,0.5
"91530",214,"Región Centro Sur","South",0.25,0,0,0.5
"91536",215,"Región Centro Sur","South",0.25,0,0,0.5
"91540",216,"Región Centro Sur","South",0.25,0,0,0.5
"91669",217,"Región Centro Sur","South",0.25,0,0,0.5
"91798",218,"Región Centro Sur","South",0.25,0,0,0.5
"94001",176,"Región Llano","East",0.125,0,0.111,0.3
"94343",177,"Región Llano","East",0.125,0,0.111,0.3
"94663",178,"Región Llano","East",0.125,0,0.111,0.3
"94883",179,"Región Llano","East",0.125,0,0.111,0.3
"94884",180,"Región Llano","East",0.125,0,0.111,0.3
"94885",181,"Región Llano","East",0.125,0,0.111,0.3
"94886",182,"Región Llano","East",0.125,0,0.111,0.3
"94887",183,"Región Llano","East",0.125,0,0.111,0.3
"94888",184,"Región Llano","East",0.125,0,0.111,0.3
"95001",225,"Región Llano","East",0.125,0,0.111,0.3
"95015",226,"Región Llano","East",0.125,0,0.111,0.3
"95025",227,"Región Llano","East",0.125,0,0.111,0.3
"95200",228,"Región Llano","East",0.125,0,0.111,0.3
"97001",219,"Región Centro Sur","South",0.25,0,0,0.5
"97161",220,"Región Centro Sur","South",0.25,0,0,0.5
"97511",221,"Región Centro Sur","South",0.25,0,0,0.5
"97666",222,"Región Centro Sur","South",0.25,0,0,0.5
"97777",223,"Región Centro Sur","South",0.25,0,0,0.5
"97889",224,"Región Centro Sur","South",0.25,0,0,0.5
"99001",186,"Región Llano","East",0.125,0,0.111,0.3
"99524",187,"Región Llano","East",0.125,0,0.111,0.3
"99624",185,"Región Llano","East",0.125,0,0.111,0.3
"99773",188,"Región Llano","East",0.125,0,0.111,0.3
