MPIO_CDPMP,elsnlfc,elsnmrfc,clrgstch,clrgwkch
20517,0.25,0.222,0.333,0.1
20550,0.25,0.222,0.333,0.1
20614,0.25,0.222,0.333,0.1
20710,0.25,0.222,0.333,0.1
20750,0.25,0.222,0.333,0.1
20787,0.25,0.222,0.333,0.1
20001,0.25,0.222,0.333,0.1
20013,0.25,0.222,0.333,0.1
20045,0.25,0.222,0.333,0.1
20621,0.25,0.222,0.333,0.1
20570,0.25,0.222,0.333,0.1
20770,0.25,0.222,0.333,0.1
20011,0.25,0.222,0.333,0.1
44078,0.25,0.222,0.333,0.1
44098,0.25,0.222,0.333,0.1
44110,0.25,0.222,0.333,0.1
44279,0.25,0.222,0.333,0.1
44378,0.25,0.222,0.333,0.1
44420,0.25,0.222,0.333,0.1
44855,0.25,0.222,0.333,0.1
44874,0.25,0.222,0.333,0.1
44001,0.25,0.222,0.333,0.1
44035,0.25,0.222,0.333,0.1
44090,0.25,0.222,0.333,0.1
44650,0.25,0.222,0.333,0.1
44847,0.25,0.222,0.333,0.1
44430,0.25,0.222,0.333,0.1
44560,0.25,0.222,0.333,0.1
47541,0.25,0.222,0.333,0.1
47030,0.25,0.222,0.333,0.1
47058,0.25,0.222,0.333,0.1
47161,0.25,0.222,0.333,0.1
47170,0.25,0.222,0.333,0.1
47205,0.25,0.222,0.333,0.1
47258,0.25,0.222,0.333,0.1
47268,0.25,0.222,0.333,0.1
47318,0.25,0.222,0.333,0.1
47460,0.25,0.222,0.333,0.1
47545,0.25,0.222,0.333,0.1
47551,0.25,0.222,0.333,0.1
47555,0.25,0.222,0.333,0.1
47570,0.25,0.222,0.333,0.1
47605,0.25,0.222,0.333,0.1
47660,0.25,0.222,0.333,0.1
47675,0.25,0.222,0.333,0.1
47692,0.25,0.222,0.333,0.1
47703,0.25,0.222,0.333,0.1
47707,0.25,0.222,0.333,0.1
47720,0.25,0.222,0.333,0.1
47745,0.25,0.222,0.333,0.1
47798,0.25,0.222,0.333,0.1
47960,0.25,0.222,0.333,0.1
47980,0.25,0.222,0.333,0.1
47053,0.25,0.222,0.333,0.1
47189,0.25,0.222,0.333,0.1
47288,0.25,0.222,0.333,0.1
47001,0.25,0.222,0.333,0.1
47245,0.25,0.222,0.333,0.1
70001,0.25,0.222,0.333,0.1
70110,0.25,0.222,0.333,0.1
70124,0.25,0.222,0.333,0.1
70204,0.25,0.222,0.333,0.1
70215,0.25,0.222,0.333,0.1
70221,0.25,0.222,0.333,0.1
70230,0.25,0.222,0.333,0.1
70233,0.25,0.222,0.333,0.1
70235,0.25,0.222,0.333,0.1
70265,0.25,0.222,0.333,0.1
70400,0.25,0.222,0.333,0.1
70418,0.25,0.222,0.333,0.1
70429,0.25,0.222,0.333,0.1
70508,0.25,0.222,0.333,0.1
70523,0.25,0.222,0.333,0.1
70670,0.25,0.222,0.333,0.1
70678,0.25,0.222,0.333,0.1
70702,0.25,0.222,0.333,0.1
70708,0.25,0.222,0.333,0.1
70713,0.25,0.222,0.333,0.1
70717,0.25,0.222,0.333,0.1
70742,0.25,0.222,0.333,0.1
70771,0.25,0.222,0.333,0.1
70820,0.25,0.222,0.333,0.1
70823,0.25,0.222,0.333,0.1
70473,0.25,0.222,0.333,0.1
88001,0.25,0.222,0.333,0.1
88564,0.25,0.222,0.333,0.1
81001,0.125,0,0.111,0.3
81591,0.125,0,0.111,0.3
81220,0.125,0,0.111,0.3
81065,0.125,0,0.111,0.3
81300,0.125,0,0.111,0.3
81736,0.125,0,0.111,0.3
81794,0.125,0,0.111,0.3
15001,0.125,0,0.111,0.3
15022,0.125,0,0.111,0.3
15047,0.125,0,0.111,0.3
15051,0.125,0,0.111,0.3
15087,0.125,0,0.111,0.3
15090,0.125,0,0.111,0.3
15092,0.125,0,0.111,0.3
15097,0.125,0,0.111,0.3
15104,0.125,0,0.111,0.3
15106,0.125,0,0.111,0.3
15109,0.125,0,0.111,0.3
15114,0.125,0,0.111,0.3
15131,0.125,0,0.111,0.3
15135,0.125,0,0.111,0.3
15162,0.125,0,0.111,0.3
15172,0.125,0,0.111,0.3
15176,0.125,0,0.111,0.3
15183,0.125,0,0.111,0.3
15185,0.125,0,0.111,0.3
15187,0.125,0,0.111,0.3
15189,0.125,0,0.111,0.3
15204,0.125,0,0.111,0.3
15212,0.125,0,0.111,0.3
15215,0.125,0,0.111,0.3
15377,0.125,0,0.111,0.3
15380,0.125,0,0.111,0.3
15401,0.125,0,0.111,0.3
15403,0.125,0,0.111,0.3
15542,0.125,0,0.111,0.3
15550,0.125,0,0.111,0.3
15572,0.125,0,0.111,0.3
15580,0.125,0,0.111,0.3
15755,0.125,0,0.111,0.3
15757,0.125,0,0.111,0.3
15759,0.125,0,0.111,0.3
15761,0.125,0,0.111,0.3
15842,0.125,0,0.111,0.3
15861,0.125,0,0.111,0.3
15879,0.125,0,0.111,0.3
15897,0.125,0,0.111,0.3
15218,0.125,0,0.111,0.3
15224,0.125,0,0.111,0.3
15226,0.125,0,0.111,0.3
15232,0.125,0,0.111,0.3
15236,0.125,0,0.111,0.3
15238,0.125,0,0.111,0.3
15244,0.125,0,0.111,0.3
15248,0.125,0,0.111,0.3
15272,0.125,0,0.111,0.3
15276,0.125,0,0.111,0.3
15293,0.125,0,0.111,0.3
15296,0.125,0,0.111,0.3
15299,0.125,0,0.111,0.3
15317,0.125,0,0.111,0.3
15322,0.125,0,0.111,0.3
15325,0.125,0,0.111,0.3
15362,0.125,0,0.111,0.3
15367,0.125,0,0.111,0.3
15368,0.125,0,0.111,0.3
15407,0.125,0,0.111,0.3
15425,0.125,0,0.111,0.3
15442,0.125,0,0.111,0.3
15455,0.125,0,0.111,0.3
15464,0.125,0,0.111,0.3
15466,0.125,0,0.111,0.3
15469,0.125,0,0.111,0.3
15476,0.125,0,0.111,0.3
15480,0.125,0,0.111,0.3
15491,0.125,0,0.111,0.3
15494,0.125,0,0.111,0.3
15500,0.125,0,0.111,0.3
15507,0.125,0,0.111,0.3
15511,0.125,0,0.111,0.3
15514,0.125,0,0.111,0.3
15516,0.125,0,0.111,0.3
15518,0.125,0,0.111,0.3
15522,0.125,0,0.111,0.3
15531,0.125,0,0.111,0.3
15533,0.125,0,0.111,0.3
15537,0.125,0,0.111,0.3
15599,0.125,0,0.111,0.3
15600,0.125,0,0.111,0.3
15621,0.125,0,0.111,0.3
15632,0.125,0,0.111,0.3
15638,0.125,0,0.111,0.3
15646,0.125,0,0.111,0.3
15660,0.125,0,0.111,0.3
15664,0.125,0,0.111,0.3
15667,0.125,0,0.111,0.3
15673,0.125,0,0.111,0.3
15676,0.125,0,0.111,0.3
15681,0.125,0,0.111,0.3
15686,0.125,0,0.111,0.3
15690,0.125,0,0.111,0.3
15693,0.125,0,0.111,0.3
15696,0.125,0,0.111,0.3
15720,0.125,0,0.111,0.3
15723,0.125,0,0.111,0.3
15740,0.125,0,0.111,0.3
15753,0.125,0,0.111,0.3
15762,0.125,0,0.111,0.3
15763,0.125,0,0.111,0.3
15764,0.125,0,0.111,0.3
15774,0.125,0,0.111,0.3
15776,0.125,0,0.111,0.3
15778,0.125,0,0.111,0.3
15790,0.125,0,0.111,0.3
15798,0.125,0,0.111,0.3
15804,0.125,0,0.111,0.3
15806,0.125,0,0.111,0.3
15808,0.125,0,0.111,0.3
15810,0.125,0,0.111,0.3
15814,0.125,0,0.111,0.3
15816,0.125,0,0.111,0.3
15820,0.125,0,0.111,0.3
15822,0.125,0,0.111,0.3
15832,0.125,0,0.111,0.3
15835,0.125,0,0.111,0.3
15837,0.125,0,0.111,0.3
15839,0.125,0,0.111,0.3
15180,0.125,0,0.111,0.3
15223,0.125,0,0.111,0.3
15332,0.125,0,0.111,0.3
25019,0.125,0,0.111,0.3
25035,0.125,0,0.111,0.3
25040,0.125,0,0.111,0.3
25053,0.125,0,0.111,0.3
25086,0.125,0,0.111,0.3
25095,0.125,0,0.111,0.3
25099,0.125,0,0.111,0.3
25120,0.125,0,0.111,0.3
25123,0.125,0,0.111,0.3
25126,0.125,0,0.111,0.3
25148,0.125,0,0.111,0.3
25151,0.125,0,0.111,0.3
25154,0.125,0,0.111,0.3
25168,0.125,0,0.111,0.3
25178,0.125,0,0.111,0.3
25181,0.125,0,0.111,0.3
25183,0.125,0,0.111,0.3
25200,0.125,0,0.111,0.3
25214,0.125,0,0.111,0.3
25224,0.125,0,0.111,0.3
25245,0.125,0,0.111,0.3
25258,0.125,0,0.111,0.3
25269,0.125,0,0.111,0.3
25279,0.125,0,0.111,0.3
25281,0.125,0,0.111,0.3
25286,0.125,0,0.111,0.3
25288,0.125,0,0.111,0.3
25293,0.125,0,0.111,0.3
25295,0.125,0,0.111,0.3
25297,0.125,0,0.111,0.3
25299,0.125,0,0.111,0.3
25312,0.125,0,0.111,0.3
25317,0.125,0,0.111,0.3
25320,0.125,0,0.111,0.3
25322,0.125,0,0.111,0.3
25324,0.125,0,0.111,0.3
25326,0.125,0,0.111,0.3
25328,0.125,0,0.111,0.3
25335,0.125,0,0.111,0.3
25339,0.125,0,0.111,0.3
25368,0.125,0,0.111,0.3
25372,0.125,0,0.111,0.3
25377,0.125,0,0.111,0.3
25386,0.125,0,0.111,0.3
25394,0.125,0,0.111,0.3
25398,0.125,0,0.111,0.3
25402,0.125,0,0.111,0.3
25407,0.125,0,0.111,0.3
25426,0.125,0,0.111,0.3
25430,0.125,0,0.111,0.3
25436,0.125,0,0.111,0.3
25438,0.125,0,0.111,0.3
25483,0.125,0,0.111,0.3
25486,0.125,0,0.111,0.3
25488,0.125,0,0.111,0.3
25489,0.125,0,0.111,0.3
25491,0.125,0,0.111,0.3
25506,0.125,0,0.111,0.3
25513,0.125,0,0.111,0.3
25518,0.125,0,0.111,0.3
25524,0.125,0,0.111,0.3
25530,0.125,0,0.111,0.3
25535,0.125,0,0.111,0.3
25572,0.125,0,0.111,0.3
25580,0.125,0,0.111,0.3
25592,0.125,0,0.111,0.3
25594,0.125,0,0.111,0.3
25596,0.125,0,0.111,0.3
25599,0.125,0,0.111,0.3
25612,0.125,0,0.111,0.3
25645,0.125,0,0.111,0.3
25649,0.125,0,0.111,0.3
25653,0.125,0,0.111,0.3
25658,0.125,0,0.111,0.3
25718,0.125,0,0.111,0.3
25736,0.125,0,0.111,0.3
25743,0.125,0,0.111,0.3
25745,0.125,0,0.111,0.3
25758,0.125,0,0.111,0.3
25769,0.125,0,0.111,0.3
25772,0.125,0,0.111,0.3
25777,0.125,0,0.111,0.3
25779,0.125,0,0.111,0.3
25781,0.125,0,0.111,0.3
25785,0.125,0,0.111,0.3
25793,0.125,0,0.111,0.3
25797,0.125,0,0.111,0.3
25799,0.125,0,0.111,0.3
25805,0.125,0,0.111,0.3
25807,0.125,0,0.111,0.3
25815,0.125,0,0.111,0.3
25817,0.125,0,0.111,0.3
25823,0.125,0,0.111,0.3
25839,0.125,0,0.111,0.3
25841,0.125,0,0.111,0.3
25843,0.125,0,0.111,0.3
25845,0.125,0,0.111,0.3
25851,0.125,0,0.111,0.3
25862,0.125,0,0.111,0.3
25867,0.125,0,0.111,0.3
25871,0.125,0,0.111,0.3
25873,0.125,0,0.111,0.3
25875,0.125,0,0.111,0.3
25878,0.125,0,0.111,0.3
25885,0.125,0,0.111,0.3
25898,0.125,0,0.111,0.3
25899,0.125,0,0.111,0.3
25001,0.125,0,0.111,0.3
54001,0.125,0,0.111,0.3
54003,0.125,0,0.111,0.3
54051,0.125,0,0.111,0.3
54099,0.125,0,0.111,0.3
54109,0.125,0,0.111,0.3
54125,0.125,0,0.111,0.3
54128,0.125,0,0.111,0.3
54172,0.125,0,0.111,0.3
54223,0.125,0,0.111,0.3
54239,0.125,0,0.111,0.3
54261,0.125,0,0.111,0.3
54313,0.125,0,0.111,0.3
54344,0.125,0,0.111,0.3
54347,0.125,0,0.111,0.3
54377,0.125,0,0.111,0.3
54385,0.125,0,0.111,0.3
54398,0.125,0,0.111,0.3
54405,0.125,0,0.111,0.3
54418,0.125,0,0.111,0.3
54480,0.125,0,0.111,0.3
54498,0.125,0,0.111,0.3
54518,0.125,0,0.111,0.3
54520,0.125,0,0.111,0.3
54553,0.125,0,0.111,0.3
54599,0.125,0,0.111,0.3
54660,0.125,0,0.111,0.3
54670,0.125,0,0.111,0.3
54673,0.125,0,0.111,0.3
54680,0.125,0,0.111,0.3
54720,0.125,0,0.111,0.3
54743,0.125,0,0.111,0.3
54871,0.125,0,0.111,0.3
54874,0.125,0,0.111,0.3
54174,0.125,0,0.111,0.3
54206,0.125,0,0.111,0.3
54245,0.125,0,0.111,0.3
54800,0.125,0,0.111,0.3
54810,0.125,0,0.111,0.3
54820,0.125,0,0.111,0.3
54250,0.125,0,0.111,0.3
11001,0.125,0,0.111,0.3
50001,0.125,0,0.111,0.3
50006,0.125,0,0.111,0.3
50110,0.125,0,0.111,0.3
50124,0.125,0,0.111,0.3
50150,0.125,0,0.111,0.3
50223,0.125,0,0.111,0.3
50226,0.125,0,0.111,0.3
50245,0.125,0,0.111,0.3
50251,0.125,0,0.111,0.3
50270,0.125,0,0.111,0.3
50287,0.125,0,0.111,0.3
50313,0.125,0,0.111,0.3
50318,0.125,0,0.111,0.3
50330,0.125,0,0.111,0.3
50370,0.125,0,0.111,0.3
50400,0.125,0,0.111,0.3
50450,0.125,0,0.111,0.3
50573,0.125,0,0.111,0.3
50577,0.125,0,0.111,0.3
50590,0.125,0,0.111,0.3
50606,0.125,0,0.111,0.3
50680,0.125,0,0.111,0.3
50683,0.125,0,0.111,0.3
50686,0.125,0,0.111,0.3
50689,0.125,0,0.111,0.3
50711,0.125,0,0.111,0.3
50350,0.125,0,0.111,0.3
50325,0.125,0,0.111,0.3
50568,0.125,0,0.111,0.3
41001,0.25,0,0,0.5
41306,0.25,0,0,0.5
41319,0.25,0,0,0.5
41349,0.25,0,0,0.5
41357,0.25,0,0,0.5
41359,0.25,0,0,0.5
41378,0.25,0,0,0.5
41396,0.25,0,0,0.5
41483,0.25,0,0,0.5
41503,0.25,0,0,0.5
41518,0.25,0,0,0.5
41524,0.25,0,0,0.5
41530,0.25,0,0,0.5
41548,0.25,0,0,0.5
41551,0.25,0,0,0.5
41615,0.25,0,0,0.5
41660,0.25,0,0,0.5
41668,0.25,0,0,0.5
41676,0.25,0,0,0.5
41770,0.25,0,0,0.5
41791,0.25,0,0,0.5
41797,0.25,0,0,0.5
41799,0.25,0,0,0.5
41801,0.25,0,0,0.5
41807,0.25,0,0,0.5
41872,0.25,0,0,0.5
41885,0.25,0,0,0.5
41298,0.25,0,0,0.5
41244,0.25,0,0,0.5
41206,0.25,0,0,0.5
41132,0.25,0,0,0.5
41078,0.25,0,0,0.5
41026,0.25,0,0,0.5
41020,0.25,0,0,0.5
41016,0.25,0,0,0.5
41013,0.25,0,0,0.5
41006,0.25,0,0,0.5
68013,0.125,0,0.111,0.3
68020,0.125,0,0.111,0.3
68051,0.125,0,0.111,0.3
68077,0.125,0,0.111,0.3
68079,0.125,0,0.111,0.3
68081,0.125,0,0.111,0.3
68092,0.125,0,0.111,0.3
68121,0.125,0,0.111,0.3
68132,0.125,0,0.111,0.3
68147,0.125,0,0.111,0.3
68152,0.125,0,0.111,0.3
68160,0.125,0,0.111,0.3
68162,0.125,0,0.111,0.3
68167,0.125,0,0.111,0.3
68169,0.125,0,0.111,0.3
68176,0.125,0,0.111,0.3
68179,0.125,0,0.111,0.3
68190,0.125,0,0.111,0.3
68207,0.125,0,0.111,0.3
68209,0.125,0,0.111,0.3
68615,0.125,0,0.111,0.3
68655,0.125,0,0.111,0.3
68669,0.125,0,0.111,0.3
68673,0.125,0,0.111,0.3
68679,0.125,0,0.111,0.3
68682,0.125,0,0.111,0.3
68684,0.125,0,0.111,0.3
68686,0.125,0,0.111,0.3
68689,0.125,0,0.111,0.3
68705,0.125,0,0.111,0.3
68720,0.125,0,0.111,0.3
68745,0.125,0,0.111,0.3
68755,0.125,0,0.111,0.3
68770,0.125,0,0.111,0.3
68773,0.125,0,0.111,0.3
68780,0.125,0,0.111,0.3
68820,0.125,0,0.111,0.3
68855,0.125,0,0.111,0.3
68861,0.125,0,0.111,0.3
68867,0.125,0,0.111,0.3
68872,0.125,0,0.111,0.3
68895,0.125,0,0.111,0.3
68370,0.125,0,0.111,0.3
68377,0.125,0,0.111,0.3
68385,0.125,0,0.111,0.3
68397,0.125,0,0.111,0.3
68406,0.125,0,0.111,0.3
68418,0.125,0,0.111,0.3
68425,0.125,0,0.111,0.3
68432,0.125,0,0.111,0.3
68444,0.125,0,0.111,0.3
68464,0.125,0,0.111,0.3
68468,0.125,0,0.111,0.3
68498,0.125,0,0.111,0.3
68500,0.125,0,0.111,0.3
68502,0.125,0,0.111,0.3
68522,0.125,0,0.111,0.3
68524,0.125,0,0.111,0.3
68533,0.125,0,0.111,0.3
68549,0.125,0,0.111,0.3
68572,0.125,0,0.111,0.3
68573,0.125,0,0.111,0.3
68575,0.125,0,0.111,0.3
68211,0.125,0,0.111,0.3
68217,0.125,0,0.111,0.3
68229,0.125,0,0.111,0.3
68235,0.125,0,0.111,0.3
68245,0.125,0,0.111,0.3
68255,0.125,0,0.111,0.3
68264,0.125,0,0.111,0.3
68266,0.125,0,0.111,0.3
68271,0.125,0,0.111,0.3
68296,0.125,0,0.111,0.3
68298,0.125,0,0.111,0.3
68318,0.125,0,0.111,0.3
68320,0.125,0,0.111,0.3
68322,0.125,0,0.111,0.3
68324,0.125,0,0.111,0.3
68327,0.125,0,0.111,0.3
68344,0.125,0,0.111,0.3
68368,0.125,0,0.111,0.3
68307,0.125,0,0.111,0.3
68276,0.125,0,0.111,0.3
68101,0.125,0,0.111,0.3
68250,0.125,0,0.111,0.3
68547,0.125,0,0.111,0.3
68001,0.125,0,0.111,0.3
73001,0.25,0,0,0.5
73024,0.25,0,0,0.5
73026,0.25,0,0,0.5
73030,0.25,0,0,0.5
73043,0.25,0,0,0.5
73055,0.25,0,0,0.5
73067,0.25,0,0,0.5
73124,0.25,0,0,0.5
73148,0.25,0,0,0.5
73152,0.25,0,0,0.5
73168,0.25,0,0,0.5
73200,0.25,0,0,0.5
73217,0.25,0,0,0.5
73226,0.25,0,0,0.5
73236,0.25,0,0,0.5
73268,0.25,0,0,0.5
73270,0.25,0,0,0.5
73275,0.25,0,0,0.5
73283,0.25,0,0,0.5
73319,0.25,0,0,0.5
73347,0.25,0,0,0.5
73352,0.25,0,0,0.5
73408,0.25,0,0,0.5
73411,0.25,0,0,0.5
73443,0.25,0,0,0.5
73449,0.25,0,0,0.5
73461,0.25,0,0,0.5
73483,0.25,0,0,0.5
73504,0.25,0,0,0.5
73520,0.25,0,0,0.5
73547,0.25,0,0,0.5
73555,0.25,0,0,0.5
73563,0.25,0,0,0.5
73585,0.25,0,0,0.5
73616,0.25,0,0,0.5
73622,0.25,0,0,0.5
73624,0.25,0,0,0.5
73671,0.25,0,0,0.5
73675,0.25,0,0,0.5
73678,0.25,0,0,0.5
73686,0.25,0,0,0.5
73770,0.25,0,0,0.5
73854,0.25,0,0,0.5
73861,0.25,0,0,0.5
73870,0.25,0,0,0.5
73873,0.25,0,0,0.5
13300,0.25,0.222,0.333,0.1
13650,0.25,0.222,0.333,0.1
13430,0.25,0.222,0.333,0.1
25307,0.125,0,0.111,0.3
25754,0.125,0,0.111,0.3
25175,0.125,0,0.111,0.3
25260,0.125,0,0.111,0.3
25473,0.125,0,0.111,0.3
25740,0.125,0,0.111,0.3
25290,0.125,0,0.111,0.3
25662,0.125,0,0.111,0.3
73349,0.25,0,0,0.5
05631,0.25,0.222,0.333,0.1
05380,0.25,0.222,0.333,0.1
